rank,ring_id,moi_metric,system_name,body_name,ring_name,x,y,z,theta_deg
101,3d6180a6635c313a60067ba2e864fb772907fb05,0.999970,Baukoa RZ-O e6-5038,Baukoa RZ-O e6-5038 2,Baukoa RZ-O e6-5038 2 C Ring,3051.500000,1136.843750,29627.093750,50.924738
103,72046bac71b1526528fe3fa0c025061578dcb0cf,0.999970,Phroi Blou IU-L c22-239,Phroi Blou IU-L c22-239 4,Phroi Blou IU-L c22-239 4 C Ring,-3394.750000,-852.937500,34466.031250,111.764172
111,9b25e8e954da107e389559c58d894e7b5d6632d9,0.999966,Pheia Briae LR-W d1-1423,Pheia Briae LR-W d1-1423 A 9,Pheia Briae LR-W d1-1423 A 9 C Ring,388.500000,86.906250,36232.656250,87.986399
112,073a0bd3e55bf3a6958985ab931f5d26983c524f,0.999966,Vegna LM-W e1-6834,Vegna LM-W e1-6834 2,Vegna LM-W e1-6834 2 A Ring,-7188.000000,101.250000,36489.843750,124.260458
113,e71a36dc702d17e785d976d05b9538e6cf9b2e29,0.999965,Myeia Thaa HA-Y c14-0,Myeia Thaa HA-Y c14-0 4,Myeia Thaa HA-Y c14-0 4 C Ring,-1699.375000,16.437500,64859.781250,92.534598
114,99552f375423ef0b52fe283bcd13e8b45030217c,0.999964,Juenae BC-T d4-2651,Juenae BC-T d4-2651 8,Juenae BC-T d4-2651 8 C Ring,17.625000,-477.593750,26260.437500,91.206833
117,299d79c7a407e4f5698d85b94f124aba3fbedf70,0.999964,Blooe Bloae KQ-K c22-0,Blooe Bloae KQ-K c22-0 2,Blooe Bloae KQ-K c22-0 2 B Ring,-16622.218750,-1104.531250,53658.500000,120.952097
136,47a0233c6ae60e9735275c1a465ecbeea60ca76d,0.999959,Eoch Grea PV-K d9-588,Eoch Grea PV-K d9-588 B 1,Eoch Grea PV-K d9-588 B 1 B Ring,3862.062500,-1465.937500,30478.937500,50.039433
140,ea25d54455329a6a77c0bab3414f379222f79671,0.999959,Phroea Bli DA-A f1691,Phroea Bli DA-A f1691 2,Phroea Bli DA-A f1691 2 B Ring,3758.968750,-1016.812500,33627.562500,64.211509
159,bbf46c5a5eaca20d2739d73f77238dc490631cd5,0.999954,Phao Chraei FG-Y g0,Phao Chraei FG-Y g0 4,Phao Chraei FG-Y g0 4 A Ring,-7812.250000,2737.812500,34727.937500,131.598662
191,e163bfce24e87d260f5e406c3e69634e859d6694,0.999945,Smootiae IV-I b53-1,Smootiae IV-I b53-1 AB 1,Smootiae IV-I b53-1 AB 1 C Ring,-970.593750,540.218750,52572.531250,92.138128
201,85771ae77f66cd592aa9f960ef371aab9ca985ea,0.999943,Eactaiwnst KY-F c25-7,Eactaiwnst KY-F c25-7 4,Eactaiwnst KY-F c25-7 4 A Ring,-15803.000000,303.781250,43573.437500,131.847373
211,ab8653efd5263032a22ca178b386591c2cd5976a,0.999941,Aemonz AA-Y c17-160,Aemonz AA-Y c17-160 5,Aemonz AA-Y c17-160 5 C Ring,4131.500000,-133.281250,34269.906250,63.867487
237,c69a000f697779fe1d534cceab292baf2b247bbc,0.999933,Phroea Blou JM-W f1-384,Phroea Blou JM-W f1-384 1,Phroea Blou JM-W f1-384 1 B Ring,-7149.937500,-1147.531250,34425.468750,130.084341
239,889bd380e9d93db1b9dd882422bcbe5f410a9ddf,0.999932,Phrio Byoe DA-A f900,Phrio Byoe DA-A f900 2,Phrio Byoe DA-A f900 2 B Ring,-5456.812500,-1049.406250,36244.000000,117.922269
243,80597b28bb5f3707f042065828cfcb6043d5db9d,0.999932,Dryau Chrea QP-N c7-703,Dryau Chrea QP-N c7-703 4,Dryau Chrea QP-N c7-703 4 C Ring,44.812500,359.937500,28723.593750,89.602418
245,ef1d455a20bec385b8600ab5f33f3a0b0496308e,0.999930,Eufarb BK-I c9-3,Eufarb BK-I c9-3 3,Eufarb BK-I c9-3 3 A Ring,-21295.875000,7.343750,53099.125000,128.092474
249,838977fcfd25a675e0e436034f8c6c1a58e5f10e,0.999929,Vegnoae WE-R e4-855,Vegnoae WE-R e4-855 A 2,Vegnoae WE-R e4-855 A 2 B Ring,-982.593750,122.687500,36901.281250,95.234165
251,69a9c24b0395b801acde542a9f1505a82bf7e9ba,0.999929,Scheau Bli HG-Y f1177,Scheau Bli HG-Y f1177 1,Scheau Bli HG-Y f1177 1 A Ring,2258.125000,-990.218750,32824.062500,72.126343
257,40e5a17e7a98e2e49e1077b9e87d478213ad5f4e,0.999926,Flyua Byoea LK-C d14-164,Flyua Byoea LK-C d14-164 12,Flyua Byoea LK-C d14-164 12 C Ring,4398.750000,-71.156250,51400.875000,80.268171
258,769276b9ab0658f9f06ef8e8de2b407c8a0818ca,0.999926,Phleedgaa AA-A h149,Phleedgaa AA-A h149 1,Phleedgaa AA-A h149 1 C Ring,-6328.281250,-357.406250,34719.593750,125.768303
259,993fc053cd8cf58889938e213e29f019afcacd0c,0.999926,Lyaisaa WO-Z e409,Lyaisaa WO-Z e409 A 1,Lyaisaa WO-Z e409 A 1 B Ring,-1511.312500,1143.750000,31145.406250,106.326742
278,389073aae6e21378579c4265ba9c205755b92d5d,0.999920,Syrivu CP-H c10-0,Syrivu CP-H c10-0 4,Syrivu CP-H c10-0 4 C Ring,16096.406250,179.406250,54418.718750,60.597411
285,f4d5a875fdc3b3bc099cbf64fb0a44cf742b53e8,0.999918,Hypio Bloo VD-B e1432,Hypio Bloo VD-B e1432 1,Hypio Bloo VD-B e1432 1 B Ring,1056.937500,-1622.656250,32316.500000,80.865554
287,8c30ec6364f297ec7caeebb12fac97d637948d86,0.999918,Scheau Byoe SU-U b49-25,Scheau Byoe SU-U b49-25 2,Scheau Byoe SU-U b49-25 2 C Ring,-6085.656250,-205.781250,35837.031250,121.589765
292,89e355af357eb9e6185630b1ae6e56a534c21a0c,0.999916,Ciesuae BA-A g2,Ciesuae BA-A g2 2,Ciesuae BA-A g2 2 C Ring,-6944.250000,1870.718750,35347.406250,126.416566
296,06ed9499b51ca6821d8bc56199368a24b16855f6,0.999914,Dryi Braea AA-A g247,Dryi Braea AA-A g247 A 3,Dryi Braea AA-A g247 A 3 B Ring,5439.000000,1732.187500,31332.531250,45.099212
297,fa839bf2601ab121d2b5596aa084553b2a841ec1,0.999914,Thuechea GF-I c12-8,Thuechea GF-I c12-8 9,Thuechea GF-I c12-8 9 C Ring,6667.312500,-224.125000,53232.062500,76.341070
298,a9d8859a60ba681f4b9f8e26a29162e3bfe2ba88,0.999914,Lasou AB-W e2-1508,Lasou AB-W e2-1508 2,Lasou AB-W e2-1508 2 C Ring,1632.750000,1186.218750,32827.437500,76.935635
312,897d9c72669dcf49a754ef8141248f0cfd8703fb,0.999910,Dryio Bli CA-A f768,Dryio Bli CA-A f768 3,Dryio Bli CA-A f768 3 B Ring,2104.468750,-1081.718750,28632.343750,52.730025
323,f19aab50d41c0b33dd1553e4ddc71a62003864fe,0.999904,Plaa Free SQ-K d9-15,Plaa Free SQ-K d9-15 6,Plaa Free SQ-K d9-15 6 C Ring,-2447.843750,947.593750,40720.812500,99.473312
327,3b677ecc4e7527f6459d9efe84f017b377af781e,0.999901,Phleedgae JB-T b21-8,Phleedgae JB-T b21-8 5,Phleedgae JB-T b21-8 5 A Ring,-2157.093750,-487.031250,33957.031250,105.155336
344,896a86fc0e36dcab8ecb690a8a749a84a825590c,0.999892,Foijie CL-Y g472,Foijie CL-Y g472 2,Foijie CL-Y g472 2 A Ring,-2499.687500,-1557.843750,33392.406250,108.623506
348,b10e3358f7ab1680883e8acd813aad17cb1b906f,0.999889,Cieso CA-A f240,Cieso CA-A f240 3,Cieso CA-A f240 3 B Ring,-1831.718750,1318.906250,34952.812500,101.591835
352,facabb44e160a8c3c0a69d2ab81e4ae3c3cd6166,0.999888,Scheau Blao NS-U f2-1133,Scheau Blao NS-U f2-1133 1,Scheau Blao NS-U f2-1133 1 C Ring,4253.781250,-1020.062500,33354.781250,60.436971
354,b40c09f477e4235cce344916586b276b23d9f4bf,0.999886,Brairaae OS-U f2-330,Brairaae OS-U f2-330 2,Brairaae OS-U f2-330 2 B Ring,-3259.093750,-1123.750000,31971.375000,118.411064
356,3ec98629be4a84ffcab62bf0c9d72a5a400475e8,0.999886,Eorm Briae CH-U e3-6755,Eorm Briae CH-U e3-6755 1,Eorm Briae CH-U e3-6755 1 A Ring,-1279.062500,1124.031250,30335.187500,106.387224
365,71ddf77bc70f4613bd8873fc2b6d638ce8c57ace,0.999882,Juenae CE-C c2-987,Juenae CE-C c2-987 3,Juenae CE-C c2-987 3 B Ring,35.343750,-89.218750,25927.562500,69.850352
372,ab2aff5019b6cca5b3c3e2ef069d1019e320cdb0,0.999879,Phua Aub BQ-N c20-489,Phua Aub BQ-N c20-489 6,Phua Aub BQ-N c20-489 6 A Ring,-496.406250,55.437500,26729.531250,122.161488
373,a86e26300842ef54ea7b256920af9c1aa92b5382,0.999878,Cyoagia KD-A d1-30,Cyoagia KD-A d1-30 10,Cyoagia KD-A d1-30 10 C Ring,-37.468750,-500.687500,41307.000000,90.233121
376,65d48771bcf303b15536da61d5402ea0fd35d0d5,0.999877,Hypuae Briae VO-H d10-2480,Hypuae Briae VO-H d10-2480 12,Hypuae Briae VO-H d10-2480 12 C Ring,1048.281250,447.093750,35680.812500,84.028656
377,69534effa6d510081539ebd6a2a471a038ff66f9,0.999876,Noijeae JM-W f1-1168,Noijeae JM-W f1-1168 2,Noijeae JM-W f1-1168 2 B Ring,4213.500000,1510.343750,33051.187500,59.643613
389,2f29b5134fbe163763234adcdd28ab91f47073e5,0.999872,Phleedgoea FG-Y g1028,Phleedgoea FG-Y g1028 2,Phleedgoea FG-Y g1028 2 A Ring,-8171.875000,-860.218750,34761.625000,132.769040
392,35bcf45c1ec2e4001fd0c154959d050dd6166563,0.999870,Stuemeae JH-V c2-3716,Stuemeae JH-V c2-3716 A 3,Stuemeae JH-V c2-3716 A 3 A Ring,56.562500,105.125000,25965.156250,64.320610
394,0b9c0ee3339ee45b3dc109ad38862596123dbe05,0.999870,Phroi Blou EG-Y g187,Phroi Blou EG-Y g187 4,Phroi Blou EG-Y g187 4 B Ring,-3458.093750,-918.218750,34652.718750,111.700962
397,d1243538aa098b66ebdd02a90333967377a4219a,0.999869,Byua Chraei ZA-A c14,Byua Chraei ZA-A c14 1,Byua Chraei ZA-A c14 1 C Ring,-2887.000000,-13.593750,54000.500000,95.916767
398,08f75b829835c075b40bf83b353fb59db7a14a6e,0.999869,Thuechoo XP-S c6-9,Thuechoo XP-S c6-9 6,Thuechoo XP-S c6-9 6 A Ring,-18416.812500,-240.875000,52980.093750,124.255537
409,9e97512779c4f03e336dd35a9f253eb310a9646f,0.999864,Greethuia FQ-X d1-86,Greethuia FQ-X d1-86 9,Greethuia FQ-X d1-86 9 C Ring,-5675.593750,528.718750,37571.718750,116.032190
418,a68c3d9abc717dd3f638691d4ede4f7f2ae29325,0.999859,Ploea Brou VJ-I d9-189,Ploea Brou VJ-I d9-189 6,Ploea Brou VJ-I d9-189 6 A Ring,5678.125000,6.312500,50972.687500,77.294509
440,a983c2272e14a19ab47fefa23a70faa85e93277b,0.999848,Pheia Briae VW-L c8-211,Pheia Briae VW-L c8-211 8,Pheia Briae VW-L c8-211 8 C Ring,1100.937500,351.312500,36420.093750,84.161603
449,752601fd2b28fec53cadb7e2109e664065530308,0.999844,Phaa Chraei HN-S e4-468,Phaa Chraei HN-S e4-468 1,Phaa Chraei HN-S e4-468 1 A Ring,-7437.031250,1113.750000,34392.875000,131.303996
452,434cc79e872606e1f8a40f50d0020bd7cfd57cd3,0.999842,Blo Bre SM-W c1-11,Blo Bre SM-W c1-11 7,Blo Bre SM-W c1-11 7 C Ring,-7333.906250,-1.187500,55341.375000,104.033997
466,aa827f2a9817644b8b137c9b588aed6415653d4b,0.999837,Dryau Chrea OH-D c12-915,Dryau Chrea OH-D c12-915 5,Dryau Chrea OH-D c12-915 5 A Ring,592.093750,16.718750,28905.343750,79.318344
473,a78ee8649fadc15d98cdcff21db80c8b448d7db0,0.999835,Eactaifs FX-A c14-1,Eactaifs FX-A c14-1 8,Eactaifs FX-A c14-1 8 C Ring,-12418.812500,258.593750,43058.625000,125.950878
477,348c36daf57cac808d7016fccc8e33d5db5021a7,0.999834,Hyuqoae HG-Y f725,Hyuqoae HG-Y f725 1,Hyuqoae HG-Y f725 1 B Ring,-6781.875000,-1083.937500,35147.437500,126.356913
479,2930cdfe03e9074410ccc84b0057c2e6ca25a353,0.999834,Striechooe NA-F b44-1,Striechooe NA-F b44-1 1,Striechooe NA-F b44-1 1 C Ring,-684.281250,-253.156250,48530.125000,91.795747
488,76310fac1f3434805d2ab0321127339211076eb3,0.999829,Joorooe ST-Z d2,Joorooe ST-Z d2 B 2,Joorooe ST-Z d2 B 2 A Ring,11782.375000,662.281250,38735.593750,47.510987
497,6fbb1af87659bc949f0a50faef5ca82bfd3a1beb,0.999824,Phroea Blou EG-Y f960,Phroea Blou EG-Y f960 1,Phroea Blou EG-Y f960 1 A Ring,-7596.312500,-1180.281250,33932.562500,133.495813
501,66f88ca8d9112e9c11bd785e114856c0e15e077c,0.999823,Phua Bre QZ-N d7-201,Phua Bre QZ-N d7-201 11,Phua Bre QZ-N d7-201 11 A Ring,-3350.187500,899.500000,36727.562500,107.314404
512,effc9c08859d7db4cc6d7a169e16fbf5f7681d5f,0.999820,Cyoagie AH-T d4-8,Cyoagie AH-T d4-8 7,Cyoagie AH-T d4-8 7 C Ring,1396.562500,-362.531250,41607.062500,85.010313
518,7691e1d5c4ccc0eaff18682017724980dafdabed,0.999817,Spooreau GI-Z c27-39,Spooreau GI-Z c27-39 4,Spooreau GI-Z c27-39 4 C Ring,-588.281250,52.843750,39841.531250,92.519682
543,37869328bb7db352a837fedb160669908d5fa006,0.999805,Hyuqoae QQ-N c7-191,Hyuqoae QQ-N c7-191 4,Hyuqoae QQ-N c7-191 4 A Ring,-6614.937500,-943.906250,35125.000000,125.746253
560,6a36256198a2ec5dcd24596be084427211477fa4,0.999795,Pyrivo VJ-T c6-35,Pyrivo VJ-T c6-35 4,Pyrivo VJ-T c6-35 4 B Ring,-1506.562500,-82.062500,54281.062500,93.089364
562,f53a74cc95e18bc3c7c9de2966cd39060d36155e,0.999794,Phleedgaa AA-A g458,Phleedgaa AA-A g458 5,Phleedgaa AA-A g458 5 B Ring,-6451.218750,-872.562500,34065.156250,128.420636
567,415d20298c205b7af89e632b4833a24a62e7e310,0.999791,Dryiqu OV-P c8-20,Dryiqu OV-P c8-20 4,Dryiqu OV-P c8-20 4 A Ring,2983.218750,-71.687500,40262.125000,78.362212
576,64da51d1ce406d1cdf64ceaed50de76648a4fc74,0.999788,Dryaa Bluae BE-J c25-4519,Dryaa Bluae BE-J c25-4519 4,Dryaa Bluae BE-J c25-4519 4 C Ring,799.781250,-286.500000,29488.875000,77.821148
583,6a0fbe80804cb09bc808eb0d45409528abf38210,0.999784,Hypio Blou AA-A h38,Hypio Blou AA-A h38 1,Hypio Blou AA-A h38 1 C Ring,-1888.031250,-668.000000,32474.062500,106.226512
604,b1acb7546f45e5472dbbfc78c62bc2e4099fcd13,0.999772,Weqaea YC-Q b51-0,Weqaea YC-Q b51-0 ABC 2,Weqaea YC-Q b51-0 ABC 2 C Ring,10256.500000,939.593750,37156.093750,47.730658
611,6b65cd1a5b9c8514d3b52f7c6fccb92ab73bb5bd,0.999766,Greerio JO-H d10-89,Greerio JO-H d10-89 9,Greerio JO-H d10-89 9 B Ring,1343.343750,441.125000,38267.218750,83.916274
620,ef06395d4828faa339aaf49f2c7182fb411f5477,0.999755,Hyuqo GD-R d5-1844,Hyuqo GD-R d5-1844 BC 5,Hyuqo GD-R d5-1844 BC 5 C Ring,-56.687500,-556.625000,35266.656250,90.501006
625,bf750832d8d8ed4cf233c078be6a84615692b490,0.999750,Bleethue FG-Y f148,Bleethue FG-Y f148 1,Bleethue FG-Y f148 1 C Ring,-7158.812500,-1037.281250,37677.531250,121.382192
630,8dbd5c76d377d8d200bd40e2234f334435f69620,0.999745,Blaa Byio GJ-T c6-58,Blaa Byio GJ-T c6-58 5,Blaa Byio GJ-T c6-58 5 A Ring,1707.875000,-75.375000,55544.937500,86.751362
643,dbb813538d965af87623443db6f107c2c8a64c21,0.999723,Eorld Byoe CI-F c3022,Eorld Byoe CI-F c3022 A 5,Eorld Byoe CI-F c3022 A 5 A Ring,-1095.812500,-156.375000,29667.312500,106.571185
660,a23790cb0fe42b38fbe3476e98483d13e401fafb,0.999695,Baukoa MI-B e5644,Baukoa MI-B e5644 1,Baukoa MI-B e5644 1 B Ring,2512.937500,1189.437500,28430.093750,45.484200
661,ff27e886a544bd27df2d3af552ea28e14d34beb0,0.999692,Teqie IL-O d6-113,Teqie IL-O d6-113 6,Teqie IL-O d6-113 6 C Ring,-1503.906250,-956.781250,36632.625000,98.108591
664,2c439c0a778393646a6b7c600daa83f8620f023a,0.999689,Phoi Bre CK-I b9-299,Phoi Bre CK-I b9-299 AB 1,Phoi Bre CK-I b9-299 AB 1 B Ring,-8743.468750,-11.875000,36267.437500,130.224163
667,4d4fac2e8e8844545e4e4914281f3b0b3a630a5b,0.999685,Ooctarn HW-E c11-0,Ooctarn HW-E c11-0 AB 8,Ooctarn HW-E c11-0 AB 8 B Ring,6780.406250,-20.406250,59577.656250,78.657926
673,8b5cb9122b74a5deb96e1439d4693861670e2866,0.999680,Syritchao NZ-D c26-5,Syritchao NZ-D c26-5 A 4,Syritchao NZ-D c26-5 A 4 C Ring,-14649.031250,274.687500,55127.062500,116.660172
675,db8edcfc0b2d505ba70d26478dc136a55f82f720,0.999679,Cyoagaea PF-A b16-0,Cyoagaea PF-A b16-0 5,Cyoagaea PF-A b16-0 5 C Ring,-1004.875000,-859.531250,41519.125000,93.773231
676,938d53fd609a447bc3927bb9fb9ca07bc3f79e8a,0.999678,Phroea Blou PI-I d10-969,Phroea Blou PI-I d10-969 BCD 3,Phroea Blou PI-I d10-969 BCD 3 B Ring,-6512.156250,-572.500000,34392.781250,127.587416
678,75cc846d079521fd9e012935105c3576b8d6c9d6,0.999675,Cyoagi UL-B d14-6,Cyoagi UL-B d14-6 AB 1,Cyoagi UL-B d14-6 AB 1 B Ring,-8518.406250,-469.625000,42430.156250,117.332175
681,80e84e92cf925161c99b36f8e80b73e45aee3fb7,0.999672,Bleae Free GG-W c2-4,Bleae Free GG-W c2-4 2,Bleae Free GG-W c2-4 2 B Ring,-3483.843750,334.656250,45146.968750,100.332530
688,ecf47491233036d67421c986d2ed860e52395dbd,0.999658,Smootao OJ-I d9-323,Smootao OJ-I d9-323 11,Smootao OJ-I d9-323 11 B Ring,5121.625000,6.781250,52237.906250,79.048577
691,fe7e2e04caa8fa69a742e75b6d2ad61703a2d25d,0.999652,Byeia Aowsy IP-J c24-0,Byeia Aowsy IP-J c24-0 4,Byeia Aowsy IP-J c24-0 4 C Ring,660.968750,696.343750,44775.000000,88.070889
697,e3de0088ff4d9136de27a9b28b039612754b81b5,0.999646,Gria Pri YL-J d10-8,Gria Pri YL-J d10-8 AB 3,Gria Pri YL-J d10-8 AB 3 B Ring,813.718750,-54.093750,47204.187500,87.880368
705,8f01d76825e3e7bdf630af48380442caa9609215,0.999637,Eembaisk GE-P c19-2624,Eembaisk GE-P c19-2624 1,Eembaisk GE-P c19-2624 1 A Ring,2607.062500,38.343750,30529.750000,60.853341
707,65ac3ec89547cb685946dc78a2604bf9ead7ce3b,0.999634,Qauthoea EM-V d2-33,Qauthoea EM-V d2-33 12,Qauthoea EM-V d2-33 12 A Ring,2567.000000,302.156250,55515.625000,85.094577
710,f628c2275a0daf532a3dc42e06c841158e0b5ca6,0.999624,Bleethai JX-I c10-54,Bleethai JX-I c10-54 AB 3,Bleethai JX-I c10-54 AB 3 B Ring,-5852.875000,-811.843750,37809.562500,116.269083
714,442d6ba64ebd91111cc0bb086a467c50e6f0754d,0.999617,Scheau Byoe WJ-P d6-1007,Scheau Byoe WJ-P d6-1007 B 7,Scheau Byoe WJ-P d6-1007 B 7 C Ring,-5427.406250,-547.031250,35392.718750,119.873011
725,b62cee66b43a97954013f92c90e0f3e4c702144c,0.999592,Hypuae Briae IX-B d13-1560,Hypuae Briae IX-B d13-1560 B 11,Hypuae Briae IX-B d13-1560 B 11 C Ring,810.593750,216.468750,35910.406250,85.514014
730,6bce3a2a159c9cf7727da6b96caddff0a3f186d8,0.999586,Eisharbs KK-C d14-0,Eisharbs KK-C d14-0 8,Eisharbs KK-C d14-0 8 C Ring,-3353.812500,-32.281250,60323.968750,95.606147
732,b8496a8bda63b12bd179ef93ce8c8a49e9be61e3,0.999583,Phroea Bloo JS-L b37-1,Phroea Bloo JS-L b37-1 1,Phroea Bloo JS-L b37-1 1 C Ring,-4203.218750,-2135.906250,34313.312500,116.683509
736,925ba1a123fddf8454469dfd25a9bb53a1c8b41c,0.999579,Oephaist LD-Q d6-1,Oephaist LD-Q d6-1 B 3,Oephaist LD-Q d6-1 B 3 A Ring,-6946.031250,-2822.187500,34060.031250,130.507706
749,281b4bb9f1afbe5d2121fb7f710786a36b2403c7,0.999544,Phroea Gree LS-R d5-109,Phroea Gree LS-R d5-109 10,Phroea Gree LS-R d5-109 10 C Ring,-6808.812500,-285.437500,36557.000000,122.670823
772,fb4e032be85cf7432855cfbcbcc776930aeb2669,0.999500,Phua Audst CA-H d10-1915,Phua Audst CA-H d10-1915 6,Phua Audst CA-H d10-1915 6 B Ring,-169.187500,1415.843750,26756.843750,102.782769
816,01f4839d5a5ddb2c8a1fadfc484827b6a1248329,0.999370,Hypoae Phyloea AA-A h311,Hypoae Phyloea AA-A h311 3,Hypoae Phyloea AA-A h311 3 C Ring,-4971.468750,2035.968750,33340.625000,123.882883
821,771205ba26aa551e1a8f7f65f8cedc22a73b2c34,0.999364,Hypoe Blooe AQ-Y f113,Hypoe Blooe AQ-Y f113 1,Hypoe Blooe AQ-Y f113 1 B Ring,-3589.875000,-1635.406250,32689.656250,118.032574
825,fed39aefe1c58cc883cbd3451b3c7fa3bb20c53b,0.999345,Dryoea Bli EG-Y g825,Dryoea Bli EG-Y g825 B 1,Dryoea Bli EG-Y g825 B 1 C Ring,2869.718750,-1181.625000,29084.968750,48.232194
829,5e329338e0b71e23163098af4ce02452c366c48e,0.999331,Brairuia GX-A d14-1973,Brairuia GX-A d14-1973 ABCD 4,Brairuia GX-A d14-1973 ABCD 4 C Ring,-5486.125000,-667.125000,32164.062500,131.342319
831,6953501d5f8f0a6636f599abc3cd2ffbdb5d11eb,0.999328,Braireau CL-X e1-4588,Braireau CL-X e1-4588 1,Braireau CL-X e1-4588 1 A Ring,-1897.031250,-450.218750,31379.468750,109.331256
843,14ad987fab179e792c4aada1b0b70a9b616d2396,0.999276,Aowroae CL-Y f330,Aowroae CL-Y f330 AB 9,Aowroae CL-Y f330 AB 9 B Ring,1384.562500,1878.375000,33818.687500,80.259425
862,76828eae9c82e0e8055a9c43168db044f6d8d273,0.999200,Phroi Byoe BA-P d6-893,Phroi Byoe BA-P d6-893 7,Phroi Byoe BA-P d6-893 7 C Ring,-235.843750,-709.906250,36673.562500,91.388103
867,f044405534ec55fe9453e4323e1f47689addbb9e,0.999178,Juenae ZI-C c2-2613,Juenae ZI-C c2-2613 A 4,Juenae ZI-C c2-2613 A 4 A Ring,12.781250,-33.218750,25928.718750,113.393729
868,c4cec512feeaf04c3c195d8f43c91cd95eebed97,0.999178,Hyuqu OS-S c4-132,Hyuqu OS-S c4-132 3,Hyuqu OS-S c4-132 3 A Ring,2931.968750,-979.562500,34992.593750,72.271849
871,2247e8b6751d5a7f094a5913fc1b7da345303eaa,0.999158,Hyuquae AA-A g22,Hyuquae AA-A g22 B 3,Hyuquae AA-A g22 B 3 B Ring,-5037.968750,-1279.187500,35230.218750,118.487075
899,8a64ecee61596be6920c91e2c7ee8503c8d40dac,0.999000,Phua Audst JL-O d6-1996,Phua Audst JL-O d6-1996 2,Phua Audst JL-O d6-1996 2 A Ring,-109.562500,1612.000000,26408.187500,104.853106
